Total Simulation steps: 7186
Td	ID	Tj	Df	Dd	Db
160	2632	160	0	0	0
160	2635	160	0	0	0
160	2634	160	0	0	0
160	2633	160	0	0	0
161	2636	161	0	0	0
161	2639	161	0	0	0
161	2638	161	0	0	0
161	2637	161	0	0	0
162	2640	162	0	0	0
162	2643	162	0	0	0
162	2642	162	0	0	0
162	2641	162	0	0	0
163	2644	163	0	0	0
163	2647	163	0	0	0
163	2646	163	0	0	0
163	2645	163	0	0	0
164	2648	164	0	0	0
164	2651	164	0	0	0
164	2650	164	0	0	0
164	2649	164	0	0	0
165	2652	165	0	0	0
165	2655	165	0	0	0
165	2654	165	0	0	0
165	2653	165	0	0	0
166	2656	166	0	0	0
166	2659	166	0	0	0
166	2658	166	0	0	0
166	2657	166	0	0	0
167	2660	167	0	0	0
167	2663	167	0	0	0
167	2662	167	0	0	0
167	2661	167	0	0	0
168	2664	168	0	0	0
168	2667	168	0	0	0
168	2666	168	0	0	0
168	2665	168	0	0	0
169	2668	169	0	0	0
169	2671	169	0	0	0
169	2670	169	0	0	0
169	2669	169	0	0	0
170	2672	170	0	0	0
170	2675	170	0	0	0
170	2674	170	0	0	0
170	2673	170	0	0	0
171	2676	171	0	0	0
171	2679	171	0	0	0
171	2678	171	0	0	0
171	2677	171	0	0	0
172	2680	172	0	0	0
172	2683	172	0	0	0
172	2682	172	0	0	0
172	2681	172	0	0	0
173	2684	173	0	0	0
173	2687	173	0	0	0
173	2686	173	0	0	0
173	2685	173	0	0	0
174	2688	174	0	0	0
174	2691	174	0	0	0
174	2690	174	0	0	0
174	2689	174	0	0	0
175	2692	175	0	0	0
175	2695	175	0	0	0
175	2694	175	0	0	0
175	2693	175	0	0	0
176	2696	176	0	0	0
176	2699	176	0	0	0
176	2698	176	0	0	0
176	2697	176	0	0	0
177	2700	177	0	0	0
177	2703	177	0	0	0
177	2702	177	0	0	0
177	2701	177	0	0	0
178	2704	178	0	0	0
178	2707	178	0	0	0
178	2706	178	0	0	0
178	2705	178	0	0	0
179	2708	179	0	0	0
179	2711	179	0	0	0
179	2710	179	0	0	0
179	2709	179	0	0	0
180	2712	180	0	0	0
180	2715	180	0	0	0
180	2714	180	0	0	0
180	2713	180	0	0	0
181	2716	181	0	0	0
181	2719	181	0	0	0
181	2718	181	0	0	0
181	2717	181	0	0	0
182	2720	182	0	0	0
182	2723	182	0	0	0
182	2722	182	0	0	0
182	2721	182	0	0	0
183	2724	183	0	0	0
183	2727	183	0	0	0
183	2726	183	0	0	0
183	2725	183	0	0	0
184	2728	184	0	0	0
184	2731	184	0	0	0
184	2730	184	0	0	0
184	2729	184	0	0	0
185	2732	185	0	0	0
185	2735	185	0	0	0
185	2734	185	0	0	0
185	2733	185	0	0	0
186	2736	186	0	0	0
186	2739	186	0	0	0
186	2738	186	0	0	0
186	2737	186	0	0	0
187	2740	187	0	0	0
187	2743	187	0	0	0
187	2742	187	0	0	0
187	2741	187	0	0	0
188	2744	188	0	0	0
188	2747	188	0	0	0
188	2746	188	0	0	0
188	2745	188	0	0	0
189	2748	189	0	0	0
189	2751	189	0	0	0
189	2750	189	0	0	0
189	2749	189	0	0	0
190	2752	190	0	0	0
190	2755	190	0	0	0
190	2754	190	0	0	0
190	2753	190	0	0	0
191	2756	191	0	0	0
191	2759	191	0	0	0
191	2758	191	0	0	0
191	2757	191	0	0	0
192	2760	192	0	0	0
192	2763	192	0	0	0
192	2762	192	0	0	0
192	2761	192	0	0	0
193	2764	193	0	0	0
193	2767	193	0	0	0
193	2766	193	0	0	0
193	2765	193	0	0	0
194	2768	194	0	0	0
194	2771	194	0	0	0
194	2770	194	0	0	0
194	2769	194	0	0	0
195	2772	195	0	0	0
195	2775	195	0	0	0
195	2774	195	0	0	0
195	2773	195	0	0	0
196	2776	196	0	0	0
196	2779	196	0	0	0
196	2778	196	0	0	0
196	2777	196	0	0	0
197	2780	197	0	0	0
197	2783	197	0	0	0
197	2782	197	0	0	0
197	2781	197	0	0	0
